Order_Number,order_date,order_total,items_count,status,month
139527.0,2020-03-26,13780.0,1,Processing,2020-03
139528.0,2020-03-26,65260.0,1,Delivered,2020-03
139529.0,2020-03-26,18850.0,1,Shipped,2020-03
139530.0,2020-03-27,4160.0,1,Order,2020-03
139531.0,2020-03-27,1560.0,1,Processing,2020-03
139532.0,2020-03-27,13650.0,1,Delivered,2020-03
139533.0,2020-03-27,25350.0,1,Shipped,2020-03
139534.0,2020-03-27,5850.0,1,Order,2020-03
139535.0,2020-03-27,44200.0,1,Processing,2020-03
139536.0,2020-03-27,16250.0,1,Delivered,2020-03
139537.0,2020-03-27,9100.0,1,Shipped,2020-03
139538.0,2020-03-27,17550.0,1,Order,2020-03
139539.0,2020-03-27,10920.0,1,Processing,2020-03
139540.0,2020-03-27,4485.0,1,Delivered,2020-03
139541.0,2020-03-27,1820.0,1,Shipped,2020-03
139542.0,2020-03-27,49400.0,1,Order,2020-03
139543.0,2020-03-27,26000.0,1,Processing,2020-03
139544.0,2020-03-27,33800.0,1,Delivered,2020-03
139545.0,2020-03-27,22100.0,1,Shipped,2020-03
139546.0,2020-03-27,27300.0,1,Order,2020-03
139547.0,2020-03-27,17030.0,1,Processing,2020-03
139548.0,2020-03-27,19890.0,1,Delivered,2020-03
139549.0,2020-03-27,4485.0,1,Shipped,2020-03
139550.0,2020-03-27,1105.0,1,Order,2020-03
139551.0,2020-03-27,3380.0,1,Processing,2020-03
139552.0,2020-03-27,9750.0,1,Delivered,2020-03
139553.0,2020-03-27,13000.0,1,Shipped,2020-03
139554.0,2020-03-27,40950.0,1,Order,2020-03
139555.0,2020-03-27,11050.0,1,Processing,2020-03
139556.0,2020-03-27,27300.0,1,Delivered,2020-03
139557.0,2020-03-27,4368.0,1,Shipped,2020-03
139558.0,2020-03-27,25506.0,1,Order,2020-03
139559.0,2020-03-27,10452.0,1,Processing,2020-03
139560.0,2020-03-27,42900.0,1,Delivered,2020-03
139561.0,2020-03-27,13780.0,1,Shipped,2020-03
139562.0,2020-03-28,65260.0,1,Order,2020-03
139563.0,2020-03-28,18850.0,1,Processing,2020-03
139564.0,2020-03-28,4160.0,1,Delivered,2020-03
139565.0,2020-03-28,1560.0,1,Shipped,2020-03
139566.0,2020-03-28,13650.0,1,Order,2020-03
139567.0,2020-03-28,33800.0,1,Processing,2020-03
139568.0,2020-03-28,11700.0,1,Delivered,2020-03
139569.0,2020-03-28,33150.0,1,Shipped,2020-03
139570.0,2020-03-28,32500.0,1,Order,2020-03
139571.0,2020-03-28,18200.0,1,Processing,2020-03
139572.0,2020-03-28,11700.0,1,Delivered,2020-03
139573.0,2020-03-28,2730.0,1,Shipped,2020-03
139574.0,2020-03-28,1495.0,1,Order,2020-03
139575.0,2020-03-28,910.0,1,Processing,2020-03
139576.0,2020-03-28,24700.0,1,Delivered,2020-03
139577.0,2020-03-28,52000.0,1,Shipped,2020-03
139578.0,2020-03-28,25350.0,1,Order,2020-03
139579.0,2020-03-28,44200.0,1,Processing,2020-03
139580.0,2020-03-28,36400.0,1,Delivered,2020-03
139581.0,2020-03-28,8515.0,1,Shipped,2020-03
139582.0,2020-03-28,9945.0,1,Order,2020-03
139583.0,2020-03-28,1495.0,1,Processing,2020-03
139584.0,2020-03-28,4420.0,1,Delivered,2020-03
139585.0,2020-03-28,845.0,1,Shipped,2020-03
139586.0,2020-03-28,29250.0,1,Order,2020-03
139587.0,2020-03-28,13000.0,1,Processing,2020-03
139588.0,2020-03-28,13650.0,1,Delivered,2020-03
139589.0,2020-03-28,22100.0,1,Shipped,2020-03
139590.0,2020-03-28,36400.0,1,Order,2020-03
139591.0,2020-03-28,2184.0,1,Processing,2020-03
139592.0,2020-03-28,25506.0,1,Delivered,2020-03
139593.0,2020-03-28,10452.0,1,Shipped,2020-03
139594.0,2020-03-28,10725.0,1,Order,2020-03
139595.0,2020-03-28,10335.0,1,Processing,2020-03
139596.0,2020-03-28,65260.0,1,Delivered,2020-03
139597.0,2020-03-28,18850.0,1,Shipped,2020-03
139598.0,2020-03-28,4160.0,1,Order,2020-03
139599.0,2020-03-28,3120.0,1,Processing,2020-03
139600.0,2020-03-29,40950.0,1,Delivered,2020-03
139601.0,2020-03-29,16900.0,1,Shipped,2020-03
139602.0,2020-03-29,5850.0,1,Order,2020-03
139603.0,2020-03-29,44200.0,1,Processing,2020-03
139604.0,2020-03-29,48750.0,1,Delivered,2020-03
139605.0,2020-03-29,4550.0,1,Shipped,2020-03
139606.0,2020-03-29,5850.0,1,Order,2020-03
139607.0,2020-03-29,2730.0,1,Processing,2020-03
139608.0,2020-03-29,2990.0,1,Delivered,2020-03
139609.0,2020-03-29,455.0,1,Shipped,2020-03
139610.0,2020-03-29,37050.0,1,Order,2020-03
139611.0,2020-03-29,52000.0,1,Processing,2020-03
139612.0,2020-03-29,25350.0,1,Delivered,2020-03
139613.0,2020-03-29,11050.0,1,Shipped,2020-03
139614.0,2020-03-29,18200.0,1,Order,2020-03
139615.0,2020-03-29,8515.0,1,Processing,2020-03
139616.0,2020-03-29,39780.0,1,Delivered,2020-03
139617.0,2020-03-29,4485.0,1,Shipped,2020-03
139618.0,2020-03-29,1105.0,1,Order,2020-03
139619.0,2020-03-29,2535.0,1,Processing,2020-03
139620.0,2020-03-29,9750.0,1,Delivered,2020-03
139621.0,2020-03-29,52000.0,1,Shipped,2020-03
139622.0,2020-03-29,13650.0,1,Order,2020-03
139623.0,2020-03-29,44200.0,1,Processing,2020-03
139624.0,2020-03-29,36400.0,1,Delivered,2020-03
139625.0,2020-03-29,2184.0,1,Shipped,2020-03
139626.0,2020-03-29,8502.0,1,Order,2020-03
139627.0,2020-03-29,13936.0,1,Processing,2020-03
139628.0,2020-03-29,42900.0,1,Delivered,2020-03
139629.0,2020-03-29,13780.0,1,Shipped,2020-03
139630.0,2020-03-29,16315.0,1,Order,2020-03
139631.0,2020-03-29,18850.0,1,Processing,2020-03
139632.0,2020-03-29,2080.0,1,Delivered,2020-03
139633.0,2020-03-29,780.0,1,Shipped,2020-03
139634.0,2020-03-29,27300.0,1,Order,2020-03
139635.0,2020-03-29,8450.0,1,Processing,2020-03
139636.0,2020-03-29,5850.0,1,Delivered,2020-03
139637.0,2020-03-29,33150.0,1,Shipped,2020-03
139638.0,2020-03-29,48750.0,1,Order,2020-03
139639.0,2020-03-29,13650.0,1,Processing,2020-03
139640.0,2020-03-29,11700.0,1,Delivered,2020-03
139641.0,2020-03-29,5460.0,1,Shipped,2020-03
139642.0,2020-03-29,5980.0,1,Order,2020-03
139643.0,2020-03-29,1365.0,1,Processing,2020-03
139644.0,2020-03-29,37050.0,1,Delivered,2020-03
139645.0,2020-03-29,52000.0,1,Shipped,2020-03
139646.0,2020-03-29,16900.0,1,Order,2020-03
139647.0,2020-03-29,44200.0,1,Processing,2020-03
139648.0,2020-03-29,36400.0,1,Delivered,2020-03
139649.0,2020-03-29,8515.0,1,Shipped,2020-03
139650.0,2020-03-29,9945.0,1,Order,2020-03
139651.0,2020-03-29,4485.0,1,Processing,2020-03
139652.0,2020-03-29,3315.0,1,Delivered,2020-03
139653.0,2020-03-29,845.0,1,Shipped,2020-03
139654.0,2020-03-29,29250.0,1,Order,2020-03
139655.0,2020-03-29,52000.0,1,Processing,2020-03
139656.0,2020-03-29,27300.0,1,Delivered,2020-03
139657.0,2020-03-29,33150.0,1,Shipped,2020-03
139658.0,2020-03-29,36400.0,1,Order,2020-03
139659.0,2020-03-29,8736.0,1,Processing,2020-03
139660.0,2020-03-29,25506.0,1,Delivered,2020-03
139661.0,2020-03-29,10452.0,1,Shipped,2020-03
139662.0,2020-03-29,42900.0,1,Order,2020-03
139663.0,2020-03-29,6890.0,1,Processing,2020-03
139664.0,2020-03-29,32630.0,1,Delivered,2020-03
139665.0,2020-03-29,37700.0,1,Shipped,2020-03
139666.0,2020-03-29,4160.0,1,Order,2020-03
139667.0,2020-03-29,2340.0,1,Processing,2020-03
139668.0,2020-03-29,13650.0,1,Delivered,2020-03
139669.0,2020-03-29,33800.0,1,Shipped,2020-03
139670.0,2020-03-29,5850.0,1,Order,2020-03
139671.0,2020-03-29,22100.0,1,Processing,2020-03
139672.0,2020-03-29,48750.0,1,Delivered,2020-03
139673.0,2020-03-29,9100.0,1,Shipped,2020-03
139674.0,2020-03-29,17550.0,1,Order,2020-03
139675.0,2020-03-29,8190.0,1,Processing,2020-03
139676.0,2020-03-29,5980.0,1,Delivered,2020-03
139677.0,2020-03-29,1365.0,1,Shipped,2020-03
139678.0,2020-03-29,12350.0,1,Order,2020-03
139679.0,2020-03-29,13000.0,1,Processing,2020-03
139680.0,2020-03-29,8450.0,1,Delivered,2020-03
139681.0,2020-03-29,22100.0,1,Shipped,2020-03
139682.0,2020-03-29,36400.0,1,Order,2020-03
139683.0,2020-03-29,8515.0,1,Processing,2020-03
139684.0,2020-03-29,9945.0,1,Delivered,2020-03
139685.0,2020-03-29,1495.0,1,Shipped,2020-03
139686.0,2020-03-29,2210.0,1,Order,2020-03
139687.0,2020-03-29,2535.0,1,Processing,2020-03
139688.0,2020-03-29,39000.0,1,Delivered,2020-03
139689.0,2020-03-29,26000.0,1,Shipped,2020-03
139690.0,2020-03-29,54600.0,1,Order,2020-03
139691.0,2020-03-29,44200.0,1,Processing,2020-03
139692.0,2020-03-29,27300.0,1,Delivered,2020-03
139693.0,2020-03-29,8736.0,1,Shipped,2020-03
139694.0,2020-03-29,8502.0,1,Order,2020-03
139695.0,2020-03-29,13936.0,1,Processing,2020-03
139696.0,2020-03-29,42900.0,1,Delivered,2020-03
139697.0,2020-03-29,13780.0,1,Shipped,2020-03
139698.0,2020-03-29,65260.0,1,Order,2020-03
139699.0,2020-03-29,37700.0,1,Processing,2020-03
139700.0,2020-03-29,2080.0,1,Delivered,2020-03
139701.0,2020-03-29,3120.0,1,Shipped,2020-03
139702.0,2020-03-29,27300.0,1,Order,2020-03
139703.0,2020-03-29,25350.0,1,Processing,2020-03
139704.0,2020-03-29,17550.0,1,Delivered,2020-03
139705.0,2020-03-29,33150.0,1,Shipped,2020-03
139706.0,2020-03-29,16250.0,1,Order,2020-03
139707.0,2020-03-29,18200.0,1,Processing,2020-03
139708.0,2020-03-29,23400.0,1,Delivered,2020-03
139709.0,2020-03-29,5460.0,1,Shipped,2020-03
139710.0,2020-03-29,5980.0,1,Order,2020-03
139711.0,2020-03-29,455.0,1,Processing,2020-03
139712.0,2020-03-29,24700.0,1,Delivered,2020-03
139713.0,2020-03-30,52000.0,1,Shipped,2020-03
139714.0,2020-03-30,25350.0,1,Order,2020-03
139715.0,2020-03-30,11050.0,1,Processing,2020-03
139716.0,2020-03-30,36400.0,1,Delivered,2020-03
139717.0,2020-03-30,17030.0,1,Shipped,2020-03
139718.0,2020-03-30,19890.0,1,Order,2020-03
139719.0,2020-03-30,5980.0,1,Processing,2020-03
139720.0,2020-03-30,4420.0,1,Delivered,2020-03
139721.0,2020-03-30,845.0,1,Shipped,2020-03
139722.0,2020-03-30,19500.0,1,Order,2020-03
139723.0,2020-03-30,26000.0,1,Processing,2020-03
139724.0,2020-03-30,54600.0,1,Delivered,2020-03
139725.0,2020-03-30,33150.0,1,Shipped,2020-03
139726.0,2020-03-30,36400.0,1,Order,2020-03
139727.0,2020-03-30,8736.0,1,Processing,2020-03
139728.0,2020-03-30,25506.0,1,Delivered,2020-03
139729.0,2020-03-30,3484.0,1,Shipped,2020-03
139730.0,2020-03-30,32175.0,1,Order,2020-03
139731.0,2020-03-30,3445.0,1,Processing,2020-03
139732.0,2020-03-30,48945.0,1,Delivered,2020-03
139733.0,2020-03-30,37700.0,1,Shipped,2020-03
139734.0,2020-03-30,3120.0,1,Order,2020-03
139735.0,2020-03-30,3120.0,1,Processing,2020-03
139736.0,2020-03-30,13650.0,1,Delivered,2020-03
139737.0,2020-03-30,25350.0,1,Shipped,2020-03
139738.0,2020-03-30,17550.0,1,Order,2020-03
139739.0,2020-03-30,33150.0,1,Processing,2020-03
139740.0,2020-03-30,48750.0,1,Delivered,2020-03
139741.0,2020-03-30,9100.0,1,Shipped,2020-03
139742.0,2020-03-30,17550.0,1,Order,2020-03
139743.0,2020-03-30,8190.0,1,Processing,2020-03
139744.0,2020-03-30,5980.0,1,Delivered,2020-03
139745.0,2020-03-30,1365.0,1,Shipped,2020-03
139746.0,2020-03-30,49400.0,1,Order,2020-03
139747.0,2020-03-30,13000.0,1,Processing,2020-03
139748.0,2020-03-30,33800.0,1,Delivered,2020-03
139749.0,2020-03-30,22100.0,1,Shipped,2020-03
139750.0,2020-03-30,9100.0,1,Order,2020-03
139751.0,2020-03-30,25545.0,1,Processing,2020-03
139752.0,2020-03-30,9945.0,1,Delivered,2020-03
139753.0,2020-03-30,4485.0,1,Shipped,2020-03
139754.0,2020-03-30,4420.0,1,Order,2020-03
139755.0,2020-03-30,3380.0,1,Processing,2020-03
139756.0,2020-03-30,19500.0,1,Delivered,2020-03
139757.0,2020-03-30,13000.0,1,Shipped,2020-03
139758.0,2020-03-30,13650.0,1,Order,2020-03
139759.0,2020-03-30,44200.0,1,Processing,2020-03
139760.0,2020-03-30,18200.0,1,Delivered,2020-03
139761.0,2020-03-30,2184.0,1,Shipped,2020-03
139762.0,2020-03-30,25506.0,1,Order,2020-03
139763.0,2020-03-30,3484.0,1,Processing,2020-03
139764.0,2020-03-30,42900.0,1,Delivered,2020-03
139765.0,2020-03-30,10335.0,1,Shipped,2020-03
139766.0,2020-03-30,16315.0,1,Order,2020-03
139767.0,2020-03-30,18850.0,1,Processing,2020-03
139768.0,2020-03-30,1040.0,1,Delivered,2020-03
139769.0,2020-03-30,780.0,1,Shipped,2020-03
139770.0,2020-03-30,13650.0,1,Order,2020-03
139771.0,2020-03-30,25350.0,1,Processing,2020-03
139772.0,2020-03-30,23400.0,1,Delivered,2020-03
139773.0,2020-03-30,11050.0,1,Shipped,2020-03
139774.0,2020-03-30,65000.0,1,Order,2020-03
139775.0,2020-03-30,13650.0,1,Processing,2020-03
139776.0,2020-03-30,5850.0,1,Delivered,2020-03
139777.0,2020-03-30,2730.0,1,Shipped,2020-03
139778.0,2020-03-30,4485.0,1,Order,2020-03
139779.0,2020-03-30,455.0,1,Processing,2020-03
139780.0,2020-03-30,12350.0,1,Delivered,2020-03
139781.0,2020-03-30,26000.0,1,Shipped,2020-03
139782.0,2020-03-30,8450.0,1,Order,2020-03
139783.0,2020-03-30,11050.0,1,Processing,2020-03
139784.0,2020-03-30,27300.0,1,Delivered,2020-03
139785.0,2020-03-30,25545.0,1,Shipped,2020-03
139786.0,2020-03-30,29835.0,1,Order,2020-03
139787.0,2020-03-30,5980.0,1,Processing,2020-03
139788.0,2020-03-30,3315.0,1,Delivered,2020-03
139789.0,2020-03-30,3380.0,1,Shipped,2020-03
139790.0,2020-03-30,9750.0,1,Order,2020-03
139791.0,2020-03-30,52000.0,1,Processing,2020-03
139792.0,2020-03-30,40950.0,1,Delivered,2020-03
139793.0,2020-03-30,33150.0,1,Shipped,2020-03
139794.0,2020-03-30,36400.0,1,Order,2020-03
139795.0,2020-03-30,2184.0,1,Processing,2020-03
139796.0,2020-03-30,34008.0,1,Delivered,2020-03
139797.0,2020-03-30,13936.0,1,Shipped,2020-03
139798.0,2020-03-30,21450.0,1,Order,2020-03
139799.0,2020-03-30,10335.0,1,Processing,2020-03
139800.0,2020-03-30,65260.0,1,Delivered,2020-03
139801.0,2020-03-30,56550.0,1,Shipped,2020-03
139802.0,2020-03-30,1040.0,1,Order,2020-03
139803.0,2020-03-30,3120.0,1,Processing,2020-03
139804.0,2020-03-30,27300.0,1,Delivered,2020-03
139805.0,2020-03-30,16900.0,1,Shipped,2020-03
139806.0,2020-03-30,5850.0,1,Order,2020-03
139807.0,2020-03-30,22100.0,1,Processing,2020-03
139808.0,2020-03-30,32500.0,1,Delivered,2020-03
139809.0,2020-03-30,18200.0,1,Shipped,2020-03
139810.0,2020-03-30,11700.0,1,Order,2020-03
139811.0,2020-03-30,8190.0,1,Processing,2020-03
139812.0,2020-03-30,4485.0,1,Delivered,2020-03
139813.0,2020-03-30,455.0,1,Shipped,2020-03
139814.0,2020-03-30,37050.0,1,Order,2020-03
139815.0,2020-03-30,52000.0,1,Processing,2020-03
139816.0,2020-03-30,33800.0,1,Delivered,2020-03
139817.0,2020-03-30,33150.0,1,Shipped,2020-03
139818.0,2020-03-30,9100.0,1,Order,2020-03
139819.0,2020-03-30,34060.0,1,Processing,2020-03
139820.0,2020-03-30,29835.0,1,Delivered,2020-03
139821.0,2020-03-30,2990.0,1,Shipped,2020-03
139822.0,2020-03-30,2210.0,1,Order,2020-03
139823.0,2020-03-30,845.0,1,Processing,2020-03
139824.0,2020-03-30,9750.0,1,Delivered,2020-03
139825.0,2020-03-30,26000.0,1,Shipped,2020-03
139826.0,2020-03-30,40950.0,1,Order,2020-03
139827.0,2020-03-30,33150.0,1,Processing,2020-03
139828.0,2020-03-30,36400.0,1,Delivered,2020-03
139829.0,2020-03-30,6552.0,1,Shipped,2020-03
139830.0,2020-03-30,8502.0,1,Order,2020-03
139831.0,2020-03-30,6968.0,1,Processing,2020-03
139832.0,2020-03-30,32175.0,1,Delivered,2020-03
139833.0,2020-03-30,10335.0,1,Shipped,2020-03
139834.0,2020-03-30,65260.0,1,Order,2020-03
139835.0,2020-03-30,75400.0,1,Processing,2020-03
139836.0,2020-03-30,2080.0,1,Delivered,2020-03
139837.0,2020-03-30,2340.0,1,Shipped,2020-03
139838.0,2020-03-30,40950.0,1,Order,2020-03
139839.0,2020-03-30,16900.0,1,Processing,2020-03
139840.0,2020-03-30,17550.0,1,Delivered,2020-03
139841.0,2020-03-30,44200.0,1,Shipped,2020-03
139842.0,2020-03-30,16250.0,1,Order,2020-03
139843.0,2020-03-30,18200.0,1,Processing,2020-03
139844.0,2020-03-30,23400.0,1,Delivered,2020-03
139845.0,2020-03-30,8190.0,1,Shipped,2020-03
139846.0,2020-03-30,2990.0,1,Order,2020-03
139847.0,2020-03-30,1365.0,1,Processing,2020-03
139848.0,2020-03-30,12350.0,1,Delivered,2020-03
139849.0,2020-03-30,26000.0,1,Shipped,2020-03
139850.0,2020-03-30,16900.0,1,Order,2020-03
139851.0,2020-03-30,44200.0,1,Processing,2020-03
139852.0,2020-03-31,9100.0,1,Delivered,2020-03
139853.0,2020-03-31,34060.0,1,Shipped,2020-03
139854.0,2020-03-31,29835.0,1,Order,2020-03
139855.0,2020-03-31,5980.0,1,Processing,2020-03
139856.0,2020-03-31,4420.0,1,Delivered,2020-03
139857.0,2020-03-31,3380.0,1,Shipped,2020-03
139858.0,2020-03-31,19500.0,1,Order,2020-03
139859.0,2020-03-31,26000.0,1,Processing,2020-03
139860.0,2020-03-31,13650.0,1,Delivered,2020-03
139861.0,2020-03-31,44200.0,1,Shipped,2020-03
139862.0,2020-03-31,27300.0,1,Order,2020-03
139863.0,2020-03-31,4368.0,1,Processing,2020-03
139864.0,2020-03-31,25506.0,1,Delivered,2020-03
139865.0,2020-03-31,6968.0,1,Shipped,2020-03
139866.0,2020-03-31,42900.0,1,Order,2020-03
139867.0,2020-03-31,13780.0,1,Processing,2020-03
